ID,Pokemon,Japanese,Species,Stats,Types,Resistances,Weaknesses,Images,Description,Abilities,Evolution
#586,Sawsbuck,Mebukijika,Season Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 475']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8d/586Sawsbuck-Spring.png/250px-586Sawsbuck-Spring.png,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,"['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#586,Sawsbuck-Spring,Mebukijika,Season Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 475']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8d/586Sawsbuck-Spring.png/250px-586Sawsbuck-Spring.png,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,"['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#586,Sawsbuck-Summer,Mebukijika,Season Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 475']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/4/44/586Sawsbuck-Summer.png/110px-586Sawsbuck-Summer.png,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,"['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#586,Sawsbuck-Autumn,Mebukijika,Season Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 475']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/c/ca/586Sawsbuck-Autumn.png/110px-586Sawsbuck-Autumn.png,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,"['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#586,Sawsbuck-Winter,Mebukijika,Season Pokémon,"['HP: 80', 'Attack: 100', 'Defense: 70', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 95', 'Total: 475']",Normal/Grass,"['Ground 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Water 0.5x']","['Flying 2x', 'Poison 2x', 'Fighting 2x', 'Bug 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/c/c5/586Sawsbuck-Winter.png/110px-586Sawsbuck-Winter.png,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.,"['Chlorophyll or Sap Sipper', 'Serene Grace (Hidden Ability)']",
#587,Emolga,Emonga,Sky Squirrel Pokémon,"['HP: 55', 'Attack: 75', 'Defense: 60', 'Sp.Atk: 75', 'Sp.Def: 60', 'Speed: 103', 'Total: 428']",Electric/Flying,"['Flying 0.5x', 'Fighting 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Steel 0.5x']","['Rock 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/b/b4/587Emolga.png/250px-587Emolga.png,The energy made in its cheeks' electric pouches is stored inside its membranes and released while it is gliding.,"['Static', 'Motor Drive (Hidden Ability)']",
#588,Karrablast,Kaburumo,Clamping Pokémon,"['HP: 50', 'Attack: 75', 'Defense: 45', 'Sp.Atk: 40', 'Sp.Def: 45', 'Speed: 60', 'Total: 315']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/6/60/588Karrablast.png/250px-588Karrablast.png,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,"['Swarm or Shed Skin', 'No Guard (Hidden Ability)']",
#589,Escavalier,Chevargo,Cavalry Pokémon,"['HP: 70', 'Attack: 135', 'Defense: 105', 'Sp.Atk: 60', 'Sp.Def: 105', 'Speed: 20', 'Total: 495']",Bug/Steel,"['Normal 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.25x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']",['Fire 4x'],https://cdn.bulbagarden.net/upload/thumb/6/63/589Escavalier.png/250px-589Escavalier.png,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.","['Swarm or Shell Armor', 'Overcoat (Hidden Ability)']",
#590,Foongus,Tamagetake,Mushroom Pokémon,"['HP: 69', 'Attack: 55', 'Defense: 45', 'Sp.Atk: 55', 'Sp.Def: 55', 'Speed: 15', 'Total: 294']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/c/cc/590Foongus.png/250px-590Foongus.png,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.","['Effect Spore', 'Regenerator (Hidden Ability)']",
#591,Amoonguss,Morobareru,Mushroom Pokémon,"['HP: 114', 'Attack: 85', 'Defense: 70', 'Sp.Atk: 85', 'Sp.Def: 80', 'Speed: 30', 'Total: 464']",Grass/Poison,"['Fighting 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Water 0.5x']","['Flying 2x', 'Psychic 2x', 'Fire 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/1/13/591Amoonguss.png/250px-591Amoonguss.png,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.","['Effect Spore', 'Regenerator (Hidden Ability)']",
#592,Frillish,Pururill,Floating Pokémon,"['HP: 55', 'Attack: 40', 'Defense: 50', 'Sp.Atk: 65', 'Sp.Def: 85', 'Speed: 40', 'Total: 335']",Water/Ghost,"['Poison 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/8/88/592Frillish.png/250px-592Frillish.png,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.","['Water Absorb or Cursed Body', 'Damp (Hidden Ability)']",
#593,Jellicent,Burungel,Floating Pokémon,"['HP: 100', 'Attack: 60', 'Defense: 70', 'Sp.Atk: 85', 'Sp.Def: 105', 'Speed: 60', 'Total: 480']",Water/Ghost,"['Poison 0.5x', 'Bug 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/5/5c/593Jellicent.png/250px-593Jellicent.png,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished.","['Water Absorb or Cursed Body', 'Damp (Hidden Ability)']",
#594,Alomomola,Mamanbou,Caring Pokémon,"['HP: 165', 'Attack: 75', 'Defense: 80', 'Sp.Atk: 40', 'Sp.Def: 45', 'Speed: 65', 'Total: 470']",Water,"['Steel 0.5x', 'Fire 0.5x', 'Water 0.5x', 'Ice 0.5x']","['Grass 2x', 'Electric 2x']",https://cdn.bulbagarden.net/upload/thumb/1/10/594Alomomola.png/250px-594Alomomola.png,The special membrane enveloping Alomomola has the ability to heal wounds.,"['Healer or Hydration', 'Regenerator (Hidden Ability)']",
#595,Joltik,Bachuru,Attaching Pokémon,"['HP: 50', 'Attack: 47', 'Defense: 50', 'Sp.Atk: 57', 'Sp.Def: 50', 'Speed: 65', 'Total: 319']",Bug/Electric,"['Fighting 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Steel 0.5x']","['Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f8/595Joltik.png/250px-595Joltik.png,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,"['Compound Eyes or Unnerve', 'Swarm (Hidden Ability)']",
#596,Galvantula,Dentula,EleSpider Pokémon,"['HP: 70', 'Attack: 77', 'Defense: 60', 'Sp.Atk: 97', 'Sp.Def: 60', 'Speed: 108', 'Total: 472']",Bug/Electric,"['Fighting 0.5x', 'Grass 0.5x', 'Electric 0.5x', 'Steel 0.5x']","['Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/7/7a/596Galvantula.png/250px-596Galvantula.png,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","['Compound Eyes or Unnerve', 'Swarm (Hidden Ability)']",
#597,Ferroseed,Tesseed,Thorn Seed Pokémon,"['HP: 44', 'Attack: 50', 'Defense: 91', 'Sp.Atk: 24', 'Sp.Def: 86', 'Speed: 10', 'Total: 305']",Grass/Steel,"['Normal 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Water 0.5x']","['Fighting 2x', 'Fire 4x']",https://cdn.bulbagarden.net/upload/thumb/2/28/597Ferroseed.png/250px-597Ferroseed.png,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",['Iron Barbs'],
#598,Ferrothorn,Nutrey,Thorn Pod Pokémon,"['HP: 74', 'Attack: 94', 'Defense: 131', 'Sp.Atk: 54', 'Sp.Def: 116', 'Speed: 20', 'Total: 489']",Grass/Steel,"['Normal 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Grass 0.25x', 'Electric 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Water 0.5x']","['Fighting 2x', 'Fire 4x']",https://cdn.bulbagarden.net/upload/thumb/6/6c/598Ferrothorn.png/250px-598Ferrothorn.png,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,"['Iron Barbs', 'Anticipation (Hidden Ability)']",
#599,Klink,Giaru,Gear Pokémon,"['HP: 40', 'Attack: 55', 'Defense: 70', 'Sp.Atk: 45', 'Sp.Def: 60', 'Speed: 30', 'Total: 300']",Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/e/ea/599Klink.png/250px-599Klink.png,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"['Plus or Minus', 'Clear Body (Hidden Ability)']",
#600,Klang,Gigiaru,Gear Pokémon,"['HP: 60', 'Attack: 80', 'Defense: 95', 'Sp.Atk: 70', 'Sp.Def: 85', 'Speed: 50', 'Total: 440']",Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/8/80/600Klang.png/250px-600Klang.png,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.","['Plus or Minus', 'Clear Body (Hidden Ability)']",
#601,Klinklang,Gigigiaru,Gear Pokémon,"['HP: 60', 'Attack: 100', 'Defense: 115', 'Sp.Atk: 70', 'Sp.Def: 85', 'Speed: 90', 'Total: 520']",Steel,"['Normal 0.5x', 'Flying 0.5x', 'Rock 0.5x', 'Dragon 0.5x', 'Bug 0.5x', 'Grass 0.5x', 'Fairy 0.5x', 'Psychic 0.5x', 'Steel 0.5x', 'Ice 0.5x']","['Ground 2x', 'Fighting 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/c/cf/601Klinklang.png/250px-601Klinklang.png,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"['Plus or Minus', 'Clear Body (Hidden Ability)']",
#602,Tynamo,Shibishirasu,EleFish Pokémon,"['HP: 35', 'Attack: 55', 'Defense: 40', 'Sp.Atk: 45', 'Sp.Def: 40', 'Speed: 60', 'Total: 275']",Electric,"['Flying 0.5x', 'Electric 0.5x', 'Steel 0.5x']",['None'],https://cdn.bulbagarden.net/upload/thumb/5/5e/602Tynamo.png/250px-602Tynamo.png,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning.",['Levitate'],
#603,Eelektrik,Shibibeel,EleFish Pokémon,"['HP: 65', 'Attack: 85', 'Defense: 70', 'Sp.Atk: 75', 'Sp.Def: 70', 'Speed: 40', 'Total: 405']",Electric,"['Flying 0.5x', 'Electric 0.5x', 'Steel 0.5x']",['None'],https://cdn.bulbagarden.net/upload/thumb/c/c7/603Eelektrik.png/250px-603Eelektrik.png,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,['Levitate'],
#604,Eelektross,Shibirudon,EleFish Pokémon,"['HP: 85', 'Attack: 115', 'Defense: 80', 'Sp.Atk: 105', 'Sp.Def: 80', 'Speed: 50', 'Total: 515']",Electric,"['Flying 0.5x', 'Electric 0.5x', 'Steel 0.5x']",['None'],https://cdn.bulbagarden.net/upload/thumb/6/6c/604Eelektross.png/250px-604Eelektross.png,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,['Levitate'],
#605,Elgyem,Ligray,Cerebral Pokémon,"['HP: 55', 'Attack: 55', 'Defense: 55', 'Sp.Atk: 85', 'Sp.Def: 55', 'Speed: 30', 'Total: 335']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/f/fd/605Elgyem.png/250px-605Elgyem.png,"It uses its strong psychic power to squeeze its opponent's brain, causing unendurable headaches.","['Telepathy or Synchronize', 'Analytic (Hidden Ability)']",
#606,Beheeyem,Ohbem,Cerebral Pokémon,"['HP: 75', 'Attack: 75', 'Defense: 75', 'Sp.Atk: 125', 'Sp.Def: 95', 'Speed: 40', 'Total: 485']",Psychic,"['Fighting 0.5x', 'Psychic 0.5x']","['Bug 2x', 'Ghost 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/2/2c/606Beheeyem.png/250px-606Beheeyem.png,"It can manipulate an opponent's memory. Apparently, it communicates by flashing its three different-colored fingers.","['Telepathy or Synchronize', 'Analytic (Hidden Ability)']",
#607,Litwick,Hitomoshi,Candle Pokémon,"['HP: 50', 'Attack: 30', 'Defense: 55', 'Sp.Atk: 65', 'Sp.Def: 55', 'Speed: 20', 'Total: 275']",Ghost/Fire,"['Poison 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Ghost 2x', 'Water 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8e/607Litwick.png/250px-607Litwick.png,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","['Flash Fire or Flame Body', 'Infiltrator (Hidden Ability)', 'Shadow Tag (Hidden Ability) Gen. V*']",
#608,Lampent,Lampler,Lamp Pokémon,"['HP: 60', 'Attack: 40', 'Defense: 60', 'Sp.Atk: 95', 'Sp.Def: 60', 'Speed: 55', 'Total: 370']",Ghost/Fire,"['Poison 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Ghost 2x', 'Water 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/a/a5/608Lampent.png/250px-608Lampent.png,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.","['Flash Fire or Flame Body', 'Infiltrator (Hidden Ability)', 'Shadow Tag (Hidden Ability) Gen. V*']",
#609,Chandelure,Chandela,Luring Pokémon,"['HP: 60', 'Attack: 55', 'Defense: 90', 'Sp.Atk: 145', 'Sp.Def: 90', 'Speed: 80', 'Total: 520']",Ghost/Fire,"['Poison 0.5x', 'Bug 0.25x', 'Grass 0.5x', 'Fairy 0.5x', 'Steel 0.5x', 'Fire 0.5x', 'Ice 0.5x']","['Ground 2x', 'Rock 2x', 'Ghost 2x', 'Water 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/65/609Chandelure.png/250px-609Chandelure.png,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.","['Flash Fire or Flame Body', 'Infiltrator (Hidden Ability)', 'Shadow Tag (Hidden Ability) Gen. V*']",
#610,Axew,Kibago,Tusk Pokémon,"['HP: 46', 'Attack: 87', 'Defense: 60', 'Sp.Atk: 30', 'Sp.Def: 40', 'Speed: 57', 'Total: 320']",Dragon,"['Grass 0.5x', 'Electric 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Dragon 2x', 'Fairy 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/5/5c/610Axew.png/250px-610Axew.png,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,"['Rivalry or Mold Breaker', 'Unnerve (Hidden Ability)']",
#611,Fraxure,Onondo,Axe Jaw Pokémon,"['HP: 66', 'Attack: 117', 'Defense: 70', 'Sp.Atk: 40', 'Sp.Def: 50', 'Speed: 67', 'Total: 410']",Dragon,"['Grass 0.5x', 'Electric 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Dragon 2x', 'Fairy 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/0/05/611Fraxure.png/250px-611Fraxure.png,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they've been fighting.","['Rivalry or Mold Breaker', 'Unnerve (Hidden Ability)']",
#612,Haxorus,Ononokus,Axe Jaw Pokémon,"['HP: 76', 'Attack: 147', 'Defense: 90', 'Sp.Atk: 60', 'Sp.Def: 70', 'Speed: 97', 'Total: 540']",Dragon,"['Grass 0.5x', 'Electric 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Dragon 2x', 'Fairy 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/8/8f/612Haxorus.png/250px-612Haxorus.png,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,"['Rivalry or Mold Breaker', 'Unnerve (Hidden Ability)']",
#613,Cubchoo,Kumasyun,Chill Pokémon,"['HP: 55', 'Attack: 70', 'Defense: 40', 'Sp.Atk: 60', 'Sp.Def: 40', 'Speed: 40', 'Total: 305']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/7/72/613Cubchoo.png/250px-613Cubchoo.png,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.","['Snow Cloak or Slush Rush', 'Rattled (Hidden Ability)']",
#614,Beartic,Tunbear,Freezing Pokémon,"['HP: 95', 'Attack: 110', 'Defense: 80', 'Sp.Atk: 70', 'Sp.Def: 80', 'Speed: 50', 'Total: 485']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/4/40/614Beartic.png/250px-614Beartic.png,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.","['Snow Cloak or Slush Rush', 'Swift Swim (Hidden Ability)']",
#615,Cryogonal,Freegeo,Crystallizing Pokémon,"['HP: 70', 'Attack: 50', 'Defense: 30', 'Sp.Atk: 95', 'Sp.Def: 135', 'Speed: 105', 'Total: 485']",Ice,['Ice 0.5x'],"['Rock 2x', 'Fighting 2x', 'Steel 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/1/11/615Cryogonal.png/250px-615Cryogonal.png,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",['Levitate'],
#616,Shelmet,Chobomaki,Snail Pokémon,"['HP: 50', 'Attack: 40', 'Defense: 85', 'Sp.Atk: 40', 'Sp.Def: 65', 'Speed: 25', 'Total: 305']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/f/f6/616Shelmet.png/250px-616Shelmet.png,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.","['Hydration or Shell Armor', 'Overcoat (Hidden Ability)']",
#617,Accelgor,Agilder,Shell Out Pokémon,"['HP: 80', 'Attack: 70', 'Defense: 40', 'Sp.Atk: 100', 'Sp.Def: 60', 'Speed: 145', 'Total: 495']",Bug,"['Ground 0.5x', 'Fighting 0.5x', 'Grass 0.5x']","['Flying 2x', 'Rock 2x', 'Fire 2x']",https://cdn.bulbagarden.net/upload/thumb/3/34/617Accelgor.png/250px-617Accelgor.png,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","['Hydration or Sticky Hold', 'Unburden (Hidden Ability)']",
#618,Stunfisk,Maggyo,Trap Pokémon,"['HP: 109', 'Attack: 66', 'Defense: 84', 'Sp.Atk: 81', 'Sp.Def: 99', 'Speed: 32', 'Total: 471']",Ground/Electric,"['Flying 0.5x', 'Poison 0.5x', 'Rock 0.5x', 'Steel 0.5x']","['Ground 2x', 'Grass 2x', 'Water 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/d/d2/618Stunfisk.png/250px-618Stunfisk.png,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.","['Static or Limber', 'Sand Veil (Hidden Ability)']",
#619,Mienfoo,Kojofu,Martial Arts Pokémon,"['HP: 45', 'Attack: 85', 'Defense: 50', 'Sp.Atk: 55', 'Sp.Def: 50', 'Speed: 65', 'Total: 350']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/4/41/619Mienfoo.png/250px-619Mienfoo.png,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","['Inner Focus or Regenerator', 'Reckless (Hidden Ability)']",
#620,Mienshao,Kojondo,Martial Arts Pokémon,"['HP: 65', 'Attack: 125', 'Defense: 60', 'Sp.Atk: 95', 'Sp.Def: 60', 'Speed: 105', 'Total: 510']",Fighting,"['Rock 0.5x', 'Bug 0.5x', 'Dark 0.5x']","['Flying 2x', 'Fairy 2x', 'Psychic 2x']",https://cdn.bulbagarden.net/upload/thumb/2/20/620Mienshao.png/250px-620Mienshao.png,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,"['Inner Focus or Regenerator', 'Reckless (Hidden Ability)']",
#621,Druddigon,Crimgan,Cave Pokémon,"['HP: 77', 'Attack: 120', 'Defense: 90', 'Sp.Atk: 60', 'Sp.Def: 90', 'Speed: 48', 'Total: 485']",Dragon,"['Grass 0.5x', 'Electric 0.5x', 'Fire 0.5x', 'Water 0.5x']","['Dragon 2x', 'Fairy 2x', 'Ice 2x']",https://cdn.bulbagarden.net/upload/thumb/a/ad/621Druddigon.png/250px-621Druddigon.png,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","['Rough Skinor Sheer Force', 'Mold Breaker (Hidden Ability)']",
#622,Golett,Gobit,Automaton Pokémon,"['HP: 59', 'Attack: 74', 'Defense: 50', 'Sp.Atk: 35', 'Sp.Def: 50', 'Speed: 35', 'Total: 303']",Ground/Ghost,"['Poison 0.25x', 'Rock 0.5x', 'Bug 0.5x']","['Grass 2x', 'Ghost 2x', 'Water 2x', 'Ice 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/a/ac/622Golett.png/250px-622Golett.png,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.","['Iron Fist or Klutz', 'No Guard (Hidden Ability)']",
#623,Golurk,Goloog,Automaton Pokémon,"['HP: 89', 'Attack: 124', 'Defense: 80', 'Sp.Atk: 55', 'Sp.Def: 80', 'Speed: 55', 'Total: 483']",Ground/Ghost,"['Poison 0.25x', 'Rock 0.5x', 'Bug 0.5x']","['Grass 2x', 'Ghost 2x', 'Water 2x', 'Ice 2x', 'Dark 2x']",https://cdn.bulbagarden.net/upload/thumb/6/68/623Golurk.png/250px-623Golurk.png,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"['Iron Fist or Klutz', 'No Guard (Hidden Ability)']",
